barcode,status,matriz_name,matriz_list_price,matriz_standard_price,branch_id,branch_name,branch_list_price_before,branch_standard_price_before,branch_list_price_after,branch_standard_price_after,error
7861168702801,NOT_IN_BRANCH,G.NAILS REP/RETIRO PULIDORA  GN-BA-03,2.17391304,1.52208333,,,,,,,
7861168702802,NOT_IN_BRANCH,G.NAILS REP/RETIRO PULIDORA  GN-BA-04,2.17391304,1.52208333,,,,,,,
7861168702800,NOT_IN_BRANCH,G.NAILS REP/RETIRO PULIDORA GN-BA-02,2.17391304,1.52208333,,,,,,,
7861168702144,NOT_IN_BRANCH,G.NAILS RUBBER BASE 14 UV/LED 15ml,1.7,1.3,,,,,,,
7861168702149,NOT_IN_BRANCH,G.NAILS RUBBER BASE 19 UV/LED 15ml,1.7,1.3,,,,,,,
7861168702151,NOT_IN_BRANCH,G.NAILS RUBBER BASE 20 UV/LED 15ml,1.7,1.3,,,,,,,
7861168702834,NOT_IN_BRANCH,G.NAILS SET ENCAP.X4pc ROJO/PINK SURT.DEC-008,0.86956522,0.6,,,,,,,
7861168702828,NOT_IN_BRANCH,G.NAILS SET NAT.MUERT X4pcs.MORADO. DEC-003,1.08695652,0.77416667,,,,,,,
7861168702832,NOT_IN_BRANCH,G.NAILS SET NAT.MUERT X4pcs.ROSA.DEC-006,1.08695652,0.77388889,,,,,,,
SZ66,NOT_IN_BRANCH,G.NAILS TIJ.ACERO/QUIRU/MANICURA RUSA PROF.,7.82608696,5.64395833,,,,,,,
7861168702369,NOT_IN_BRANCH,G.NAILS TIJ.CUTIC.ACERO INOXIDABLE YM1096,5.2173913,3.69604167,,,,,,,
7861168819025,NOT_IN_BRANCH,G.NAILS TINA SPA MASAJE P/PIES LN1102 SURTIDA,10.43478261,7.60916667,,,,,,,
78611768702482,NOT_IN_BRANCH,G.NAILS TOP SUPER SHINE COAT  TS-GN,2.60869565,1.64404762,,,,,,,
7861168702550,NOT_IN_BRANCH,G.NAILS UÑAS P/PRACT.X 24 GN-SD,0.86956522,0.39111111,,,,,,,
7861168702552,NOT_IN_BRANCH,G.NAILS UÑAS P/PRACT.X 24 GNSF,0.86956522,0.39111111,,,,,,,
7861168702674,NOT_IN_BRANCH,G.NAILS UÑAS PRESS ON YM570 X 12pc NIÑAS,1.30434783,0.51333333,,,,,,,
7861168702675,NOT_IN_BRANCH,G.NAILS UÑAS PRESS ON YM571 X 12pc NIÑAS,1.30434783,0.51333333,,,,,,,
7861168702681,NOT_IN_BRANCH,G.NAILS UÑAS PRESS ON YM581 X 12pc NIÑAS,1.73913043,0.65166667,,,,,,,
7861168810527,NOT_IN_BRANCH,G.NAILS UÑASX24 PCS KY343 PINK & GOLD,1.73913043,1.21,,,,,,,
78671168700608,NOT_IN_BRANCH,G.NAILS WIPES X 300pc LIMP/UÑAS 2 colores,1.30434783,0.82604167,,,,,,,
7861168702851,NOT_IN_BRANCH,G.NAILS.APLIQ.DEC.MAR SURT. X12pcs.DEC-020,1.08695652,0.73888889,,,,,,,
7861168702848,NOT_IN_BRANCH,G.NAILS.APLIQ.MARIPOSAS 3D X12 COL.DEC-018,1.08695652,0.73888889,,,,,,,
7861168702845,NOT_IN_BRANCH,G.NAILS.APLIQ.MIX CAVIAR GOLD/BRONCE/SILVER X12 DE,1.30434783,1.0,,,,,,,
7861168702844,NOT_IN_BRANCH,G.NAILS.APLIQ.MIX NATU.MUER/CRISTAL/CAVIAR X12 DEC,1.08695652,0.73888889,,,,,,,
7861168702879,NOT_IN_BRANCH,G.NAILS.DECOR.3D ROJO DEC-043,0.86956522,0.65194444,,,,,,,
7861001237429,NOT_IN_BRANCH,GALAK CHOCOLATE BLANCO ,0.65217,0.57,,,,,,,
7622201717605,NOT_IN_BRANCH,GALLETA CLUB SOCIAL,0.34782609,0.25,,,,,,,
7702011275127,NOT_IN_BRANCH,GALLETA MUUU ,0.1739,0.4,,,,,,,
7590011251100,NOT_IN_BRANCH,GALLETA OREO ,0.431,0.31,,,,,,,
7862117323358,NOT_IN_BRANCH,GALLETA SALTICA ,0.5217,0.29,,,,,,,
7702025113217,NOT_IN_BRANCH,GALLETAS DULCES NOEL ,0.17,0.34,,,,,,,
6974191897432,NOT_IN_BRANCH,GEGE BEAR MOIST ICE THROUGH THE LIP GLAZE #6,1.73913043,1.17,,,,,,,
867248267040,NOT_IN_BRANCH,GEL 6 EN 1  ADDIET 004,3.913043,2.83,,,,,,,
689304051095,NOT_IN_BRANCH,GEL CEJA ANASTASIA BRONCE,2.17391304,0.5,,,,,,,
689304051149,NOT_IN_BRANCH,GEL CEJA ANASTASIA CARAMELO,2.17391304,0.5,,,,,,,
717489879866,NOT_IN_BRANCH,GEL CEJAS 6  MILANI,14.34782609,12.0,,,,,,,
0815559363891,NOT_IN_BRANCH,"GEL CEJAS CLEAR BROWN PERFECT 0,16OZ",9.52173913,7.27083333,,,,,,,
810019610646,NOT_IN_BRANCH,GEL CREMA CLARIFICANTE 30ML GOOD.M,19.91304348,15.27,,,,,,,
683609852371,NOT_IN_BRANCH,GEL DE CEJAS,8.04347826,6.1625,,,,,,,
683609852432,NOT_IN_BRANCH,GEL DE CEJAS BEAUTY CREATIONS,5.86956522,4.47,,,,,,,
081555963644,NOT_IN_BRANCH,GEL DE CEJAS LAGIRL,8.47826087,6.48916667,,,,,,,
7861168821219,NOT_IN_BRANCH,GEL ESCARCHADO PARA UÑAS COLORS NAILS 01,3.26086957,3.7,,,,,,,
7861168821226,NOT_IN_BRANCH,GEL ESCARCHADO PARA UÑAS COLORS NAILS 02,3.26086957,2.758,,,,,,,
7861168821257,NOT_IN_BRANCH,GEL ESCARCHADO PARA UÑAS COLORS NAILS 05,3.26086957,2.75,,,,,,,
7861168821264,NOT_IN_BRANCH,GEL ESCARCHADO PARA UÑAS COLORS NAILS 06,3.26086957,2.75,,,,,,,
7861168821349,NOT_IN_BRANCH,GEL ESCARCHADO PARA UÑAS COLORS NAILS 14,3.26086957,2.75,,,,,,,
736372122544,NOT_IN_BRANCH,GEL EXFOLIANTE MASTER NAILS 250GR,8.6956,6.0,,,,,,,
8681701004393,NOT_IN_BRANCH,GEL HAOR 750ML OSSION,8.69565215,7.07,,,,,,,
7861168871061,NOT_IN_BRANCH,GEL METAL SILVER MASTER,3.91304348,2.9,,,,,,,
100051,NOT_IN_BRANCH,GEL PAINT EZFLOW ,0.8695652,0.4,,,,,,,
6924372671061,NOT_IN_BRANCH,GEL PARA CEJAS BROWM USHAS,1.73913043,1.1,,,,,,,
69337531939,NOT_IN_BRANCH,GEL PLATINUM ADDICT 042,3.04347826,2.38,,,,,,,
6933753190039,NOT_IN_BRANCH,GEL PLATINUM ADDICT 30,3.91304348,2.7825,,,,,,,
7861168841033,NOT_IN_BRANCH,GEL POLISH MASTER NAILS CELESTE,4.56522,3.0,,,,,,,
7861168840401,NOT_IN_BRANCH,GEL POLISH MASTERNAILS,4.56522,3.0,,,,,,,
slcgl'01,NOT_IN_BRANCH,GEL SOLIDO COQUETAS ,3.04,2.5,,,,,,,
7861168700473,NOT_IN_BRANCH,GENERATION BROCHA PRO 25 DOBLE CEJAS,5.43478261,4.13,,,,,,,
78611688057745,NOT_IN_BRANCH,GENERATION GOMA ADHESIVE CLEAR(5ml),5.2173913,3.47,,,,,,,
7861168799969,NOT_IN_BRANCH,GENERATION PALETA DE COLORES,16.086956,15.0,,,,,,,
136662,NOT_IN_BRANCH,GERMANY PINCEL KOLINSKY 100% 2,8.69565217,7.25,,,,,,,
7861168702901,NOT_IN_BRANCH,GLAM 3D MINK PEST.W02 BANDA,1.73913043,1.3,,,,,,,
7861168820687,NOT_IN_BRANCH,GLAM 3D MINK PEST.W14 BANDA,1.74,1.3,,,,,,,
7861168820854,NOT_IN_BRANCH,GLAM 3D MINK W33 PEST.5 PARES,5.08695652,3.8,,,,,,,
7861168820885,NOT_IN_BRANCH,GLAM 3D MINK W43 PEST.5 PARES,5.0,3.78333333,,,,,,,
7861168820892,NOT_IN_BRANCH,GLAM 3D MINK W45 PEST.5 PARES,5.08695652,3.8,,,,,,,
7861168820922,NOT_IN_BRANCH,GLAM 3D MINK W56 PEST.5 PARES,5.08695652,3.8,,,,,,,
7861168703106,NOT_IN_BRANCH,GLAM 3D MINK WX11 PEST.5 PARES,5.0,3.78333333,,,,,,,
7861168703105,NOT_IN_BRANCH,GLAM 3D MINK WX17 PEST.5 PARES,5.0,3.78333333,,,,,,,
7861168820410,NOT_IN_BRANCH,GLAM BEAUTY APLICADOR DE PESTAÑAS ,0.86956522,0.6,,,,,,,
7861168864766,NOT_IN_BRANCH,GLAM BEAUTY CINTILLO OJOS HOT/COLD ,2.6086,1.75,,,,,,,
7861168864773,NOT_IN_BRANCH,GLAM BEAUTY CINTILLO OJOS HOT/COLD ,2.6086,1.75,,,,,,,
7861168853371,NOT_IN_BRANCH,GLAM BEAUTY ESPONJA EXFOLIACION ,1.52173913,1.0,,,,,,,
7861168823565,NOT_IN_BRANCH,GLAM BEAUTY MOLDES LIFTING ,0.6521,0.5,,,,,,,
7861168823558,NOT_IN_BRANCH,GLAM BEAUTY MOLDES LIFTING ,0.6521,0.5,,,,,,,
7861168836992,NOT_IN_BRANCH,GLAM BEAUTY PEGA DE PESTAÑAS DE BANDA ,3.04347826,2.0,,,,,,,
7861168820441,NOT_IN_BRANCH,GLAM BEAUTY PINZA RECTA,1.1304,0.8,,,,,,,
7861168854309,NOT_IN_BRANCH,GLAM BEAUTY PLANCHA STICKER FACIAL ,0.86956522,0.27,,,,,,,
7861168830495,NOT_IN_BRANCH,GLAM BEAUTY SED66,1.73913,1.0,,,,,,,
7861168873294,NOT_IN_BRANCH,GLAM BEAUTY SET X2 PINZAS ,3.13043478,2.5,,,,,,,
7861168873119,NOT_IN_BRANCH,GLAM NAILS ACRILICO CLEAR 1OZ ,3.91304348,2.95,,,,,,,
7861168873133,NOT_IN_BRANCH,GLAM NAILS ACRILICO CLEAR 2OZ ,6.30434783,5.0,,,,,,,
7861168870125,NOT_IN_BRANCH,GLAM NAILS ACRILICO COVER BLUSH 1OZ ,3.91304348,2.95,,,,,,,
7861168870170,NOT_IN_BRANCH,GLAM NAILS ACRILICO COVER BLUSH 2OZ ,6.30434783,5.0,,,,,,,
7861168870101,NOT_IN_BRANCH,GLAM NAILS ACRILICO COVER CAMOUFLAGE 1OZ ,3.91304348,2.95,,,,,,,
7861168870156,NOT_IN_BRANCH,GLAM NAILS ACRILICO COVER CAMOUFLAGE 2OZ ,6.30434783,5.0,,,,,,,
7861168870118,NOT_IN_BRANCH,GLAM NAILS ACRILICO COVER CARAMEL 1OZ,3.91304348,2.95,,,,,,,
7861168870163,NOT_IN_BRANCH,GLAM NAILS ACRILICO COVER CARAMEL 2OZ ,6.30434783,5.0,,,,,,,
7861168870132,NOT_IN_BRANCH,GLAM NAILS ACRILICO COVER HONEY 1OZ ,3.91304348,2.95,,,,,,,
7861168870187,NOT_IN_BRANCH,GLAM NAILS ACRILICO COVER HONEY 2OZ ,6.30434783,5.0,,,,,,,
7861168873126,NOT_IN_BRANCH,GLAM NAILS ACRILICO WHITE 1OZ ,3.91304348,2.95,,,,,,,
0005000126,NOT_IN_BRANCH,GLAM NAILS FLORES 100/100,0.8695652,0.4,,,,,,,
7861168873805,NOT_IN_BRANCH,GLAM NAILS MONOMERO 500ML ,26.52173913,21.35,,,,,,,
7861168873836,NOT_IN_BRANCH,GLAM NAILS MONOMERO 60ML,4.34782609,3.56,,,,,,,
7861168872495,NOT_IN_BRANCH,GLAM NAILS PAPEL ORO DORADO ,1.30434783,0.81,,,,,,,
7861168700639,NOT_IN_BRANCH,GLAM NAILS PESTAÑAS COLOR D CURL ZPV2602,4.34783,2.99,,,,,,,
7861168829291,NOT_IN_BRANCH,GLAM NAILS PINCEL KOLINSKY 100% 12,20.43478261,18.0,,,,,,,
7861168829314,NOT_IN_BRANCH,GLAM NAILS PINCEL KOLINSKY 70% 2,11.17391304,7.58,,,,,,,
786116870068,NOT_IN_BRANCH,GLAM NAYLS WIPES UÑAS,1.52173913,1.15,,,,,,,
7861168702564,NOT_IN_BRANCH,GLAM PEST IND.20P/12mm CALIDAD PREMIUM,1.30434783,0.73902778,,,,,,,
7861168700617,NOT_IN_BRANCH,GLAM PEST.D CURL 30P 10mm,1.30434783,0.65194444,,,,,,,
7861168700618,NOT_IN_BRANCH,GLAM PEST.D CURL 30P 12mm,1.30434783,0.65194444,,,,,,,
7861168702939,NOT_IN_BRANCH,GLAM PEST.D CURL 40P 10mm,1.30434783,0.60888889,,,,,,,
7861168702940,NOT_IN_BRANCH,GLAM PEST.D CURL 40P 12mm,1.30434783,0.60888889,,,,,,,
7861168702941,NOT_IN_BRANCH,GLAM PEST.D CURL 40P 14mm,1.30434783,0.60888889,,,,,,,
7861168702943,NOT_IN_BRANCH,GLAM PEST.D CURL 50P 10mm,1.30434783,0.60888889,,,,,,,
7861168702944,NOT_IN_BRANCH,GLAM PEST.D CURL 50P 12mm,1.30434783,0.60888889,,,,,,,
7861168702569,NOT_IN_BRANCH,GLAM PEST.DIY LASHES 3D TALLAS MIX,2.17391304,1.52194444,,,,,,,
7861168702572,NOT_IN_BRANCH,GLAM PEST.DIY LASHES 3D TALLAS MIX YM1064,2.17391304,1.52194444,,,,,,,
7861168702578,NOT_IN_BRANCH,GLAM PEST.DIY LASHES PRESS & GO T/MIX,2.60869565,1.95611111,,,,,,,
7861168702580,NOT_IN_BRANCH,GLAM PEST.DIY LASHES PRESS & GO T/MIX,2.60869565,1.95611111,,,,,,,
7861168704832,NOT_IN_BRANCH,GLAM PEST.IND VOL 20P/30P TALLAS MIX CURL.DD,4.13043478,3.035,,,,,,,
7861168703006,NOT_IN_BRANCH,GLAM PEST.IND VOL 20P/30P/40P TALLAS MIX CURL DD,4.34782609,3.26111111,,,,,,,
7861168703007,NOT_IN_BRANCH,GLAM PEST.WISPY GLAM T/ESTANDAR 120pcs,2.82608696,2.13,,,,,,,
7861168703009,NOT_IN_BRANCH,GLAM PEST.WISPY HIBRIDAS T/ESTANDAR 120Ppcs,2.82608696,2.165,,,,,,,
7861168703008,NOT_IN_BRANCH,GLAM PEST.WISPY SOFT T/ESTANDAR 120pcs,2.82608696,2.165,,,,,,,
7861168703137,NOT_IN_BRANCH,GLAM PEST.WISPY SPIKE CLUSTERS T/ESTANDAR 120Ppcs,2.82608696,2.13,,,,,,,
7861168703136,NOT_IN_BRANCH,GLAM PEST.WISPY VOLUMEN CLUSTERS T/ESTANDAR 120Ppc,2.82608696,2.13,,,,,,,
7701168226785,NOT_IN_BRANCH,GLICOL LAXIOS 500 ML,23.47826087,17.0,,,,,,,
689358371309,NOT_IN_BRANCH,GLIDER CORPORAL,6.9565217,3.4,,,,,,,
689358371316,NOT_IN_BRANCH,GLIDER CORPORAL,6.9565217,5.4,,,,,,,
LST702-1,NOT_IN_BRANCH,GLIDER POWEDER GREEN MASTER NAILS,0.8695,0.62,,,,,,,
6924372624777,NOT_IN_BRANCH,GLIDER USHAS,2.17391304,1.25,,,,,,,
6924372626535,NOT_IN_BRANCH,GLITER GEL FLEXIBLE,2.17391,1.5,,,,,,,
2019511590168,NOT_IN_BRANCH,GLITER PARA ENCAPSULADOS BOSHILING,2.173913,1.6,,,,,,,
2019511590342,NOT_IN_BRANCH,GLITER PARA ENCAPSULADOS BOSHILING,2.60869565,1.95,,,,,,,
081555962456,NOT_IN_BRANCH,GLITER SHADE SHIFER,6.95652174,4.5,,,,,,,
6924372624739,NOT_IN_BRANCH,GLITERS DE USHAS,2.17391304,1.6,,,,,,,
5532666711709,NOT_IN_BRANCH,GLITTER ENCAPSUALDO BLANCAS,1.52173913,0.99,,,,,,,
6924372671962,NOT_IN_BRANCH,GLITTER EYELINER,1.30434783,0.7,,,,,,,
5532666711525,NOT_IN_BRANCH,GLITTER PARA ENCAPSULADO,1.52173913,0.99,,,,,,,
PLADSH2636211,NOT_IN_BRANCH,GLITTER PARA ENCAPSULADO,0.869565,0.25,,,,,,,
7861168832147,NOT_IN_BRANCH,GLITTER POLV/FINO BLANCO #1200 EFECT AZUCAR,0.65217391,0.34833333,,,,,,,
081555964559,NOT_IN_BRANCH,GLITTER TOPPER LA GIRL GOOL DIGGER,6.95652174,5.68,,,,,,,
081555964566,NOT_IN_BRANCH,GLITTER TOPPER LA GIRL OH SO EXTRA,6.9565217,5.68,,,,,,,
6924372627105,NOT_IN_BRANCH,GLITTER TWINKLE YEAH FEBBLE,2.605,2.0,,,,,,,
6924372613665,NOT_IN_BRANCH,GLOSS PARA LABIOS USHAS,1.7391,1.0,,,,,,,
6924372653449,NOT_IN_BRANCH,GLOW SHIMER EN SPARY,2.17391304,1.5,,,,,,,
0877,NOT_IN_BRANCH,GLUE GEL ADDIET 3EN 1,3.47826,3.0,,,,,,,
22020254671,NOT_IN_BRANCH,GLUE PRIMER,14.7826087,12.8,,,,,,,
7861168829505,NOT_IN_BRANCH,GOLDEN ROD,2.82608696,2.0,,,,,,,
6975415000058,NOT_IN_BRANCH,GOMA DE PESTANAS (BLACK) AMYBEAUTY ZARCOS-005,2.695,2.05,,,,,,,
6975481230106,NOT_IN_BRANCH,GOMA GOLLEE THIN FAST,20.43478261,15.65,,,,,,,
7861168853159,NOT_IN_BRANCH,GORRO DE ALUMINIO,0.86956522,0.34791667,,,,,,,
6926081120151,NOT_IN_BRANCH,GORRO DE COLORES,0.86956522,0.5,,,,,,,
36451015003931,NOT_IN_BRANCH,GORRO DESECHABLE POR PACK,3.47826086,2.51,,,,,,,
ingresado,NOT_IN_BRANCH,GORRO PARA HACER RAYITOS AMY BEAUTY COD ZARCOS-123,0.35,0.26,,,,,,,
5532666719453,NOT_IN_BRANCH,GORRO PARA RAYITOS AZUL,1.08695652,0.55,,,,,,,
16437,NOT_IN_BRANCH,GORRO PARA SPA O PESTAÑAS X UNIDAD,0.2173913,0.1,,,,,,,
2854028540103,NOT_IN_BRANCH,GORRO RAYITOS MAGICAP,6.08695652,3.5,,,,,,,
7861168702186,NOT_IN_BRANCH,GORRO SILICONA + CROCHET 2/Colores,3.04347826,1.60916667,,,,,,,
5532666714397,NOT_IN_BRANCH,GORRO TERMICO,5.65217391,3.27,,,,,,,
5532285400022,NOT_IN_BRANCH,GORRO TERMICO ROSADO,6.52173913,4.0,,,,,,,
7861168829789,NOT_IN_BRANCH,GORRO TERMICO STAR,6.95652174,4.0,,,,,,,
7861171200209,NOT_IN_BRANCH,GOTA ASTRICARE MOLLIE 20ML,1.09,0.83,,,,,,,
7703143244357,NOT_IN_BRANCH,GOTAS ACEITE ARGAN 10 GR DISPLAY 30 UNIDADES LEHIT,0.86956522,0.48,,,,,,,
7703143264959,NOT_IN_BRANCH,GOTAS ACEITE DE COCO 50 GR FRASCO LEHIT,6.52173913,4.85,,,,,,,
7703143376959,NOT_IN_BRANCH,GOTAS ACIDO HIALURONICO 50 GR FRASCO LEHIT,6.52173913,4.85,,,,,,,
7861210813148,NOT_IN_BRANCH,GRADUADOR PLASTICO DISEÑO DE CEJAS,1.09,1.3655,,,,,,,
6914168481349,NOT_IN_BRANCH,GRAPA PLASTICA CAFE-MALLA APROX 30,0.86956522,0.5825,,,,,,,
6208053827450,NOT_IN_BRANCH,GRAPAS CORONAS DELGADAS 40GR ,1.73913043,1.0,,,,,,,
8025337339151,NOT_IN_BRANCH,GREEN COLOR BLEACHING POWER WHITE 9 LEVELS ,15.652173,8.0,,,,,,,
760203007663,NOT_IN_BRANCH,GRISMELO DE COLOR ROSA ,0.08695,0.085,,,,,,,
7702011130778,NOT_IN_BRANCH,GRISSLY,0.08695652,0.05,,,,,,,
7702011132390,NOT_IN_BRANCH,GRISSLY X UNIDAD,0.08695652,0.05,,,,,,,
5532666714328,NOT_IN_BRANCH,GUANTE EXFOLIANTE BODY ,0.86956522,0.75,,,,,,,
5532666719507,NOT_IN_BRANCH,GUANTE PROTECTOR DE CALOR ,2.60869565,1.75,,,,,,,
3434232432297,NOT_IN_BRANCH,GUANTE ZZAM TALLA M,5.2173913,3.48,,,,,,,
786212627028,NOT_IN_BRANCH,GUANTES DE SP GLOVES #MEDIUM ,1.0,0.0,,,,,,,
7862126270797,NOT_IN_BRANCH,GUANTES DE VOIR TALLA S ,6.9565217,6.0,,,,,,,
7862105749283,NOT_IN_BRANCH,GUANTES NITRILO ANDINO NEGRO,6.52173913,5.9,,,,,,,
7862105749429,NOT_IN_BRANCH,GUANTES NITRILO ANDINO ROSADO,6.521739,5.9,,,,,,,
marla2403'43,NOT_IN_BRANCH,GUANTES PROTECCION UV,3.04347826,1.4,,,,,,,
7862126270285,NOT_IN_BRANCH,GUANTES ROSADOS TALLA S,6.96,5.4,,,,,,,
842342116489,NOT_IN_BRANCH,GUBIA 2 IN ONE FILE,7.39130435,5.464286,,,,,,,
7861168774317,NOT_IN_BRANCH,GUIA DE UÑAS MIX TIEBEAUTY ,0.86956522,0.33,,,,,,,
759494000316,NOT_IN_BRANCH,GUITIG 355ML,0.43478261,0.33,,,,,,,
759494000354,NOT_IN_BRANCH,GUITIG 500ML,0.69565217,0.55,,,,,,,
8691988001121,NOT_IN_BRANCH,GUMMY HAIR SPRAY/KERATIN ULTRA STRONG 400ml,6.26,4.77,,,,,,,
8691988011663,NOT_IN_BRANCH,GUMMY WAX PROFES.SPIDER 150ml,5.35,4.09,,,,,,,
7702174085540,NOT_IN_BRANCH,GUSANOS,0.04347826,0.2,,,,,,,
811901016348,NOT_IN_BRANCH,Gel Brush Metal #8 MIA SECRET,7.82608696,7.18,,,,,,,
811901010889,NOT_IN_BRANCH,Gel Brush Plastic #8  MIA SECRET,3.47826087,3.2,,,,,,,
553266713123,NOT_IN_BRANCH,Gel Paint -  Mobray Nail Art Gel 12pcs 8ml,26.95652174,20.0,,,,,,,
628586868915,NOT_IN_BRANCH,Ghost Bond XL White Glue Wig Adhesive 1.3 Oz Lace Wigs Toupee White 1.3oz,5.2173913,3.6,,,,,,,
081555358945,NOT_IN_BRANCH,Glitter Magic Shimmer,7.17391304,5.99,,,,,,,
850001624534,NOT_IN_BRANCH,Good Molecules Brightening Toner 4 Fl. Oz! Formulated with Tranexamic Acid and 4% Niacinamide!,26.08695652,19.99333333,,,,,,,
052336341456,NOT_IN_BRANCH,GÖT 2B GLUED  STYLING SPIKING GLUE 25G,8.47826,6.5,,,,,,,
078729800003,NOT_IN_BRANCH,H.TOOLS ONDAS SIRENA 3 BARREL GOLD DIGIT.,88.39130435,67.73833333,,,,,,,
2854028540011,NOT_IN_BRANCH,HAIR CLIP CROCODILE X 6UND,2.17391304,1.57,,,,,,,
5532666711266,NOT_IN_BRANCH,HAIR COLOR CEPILLO CON COLOR CERA ,2.17391304,1.5,,,,,,,
6926213002010,NOT_IN_BRANCH,HAIR COLOR VOJO 2 EN 1 ASH PURPLE,0.869565,0.5,,,,,,,
6926213002034,NOT_IN_BRANCH,HAIR COLOR VOJO 2 EN 1X UNIDAD ASH PINK,0.869565,0.5,,,,,,,
7862118363582,NOT_IN_BRANCH,HAIR ECSTASY SILICONE & ARGAN OIL HAIR SERUM ANTI FRIZZ 180ML,6.08695652,4.8,,,,,,,
7862118363575,NOT_IN_BRANCH,HAIR ECSTASY SILICONE & ARGAN OIL HAIR SERUM ANTI FRIZZ 60ML,3.34782609,2.7,,,,,,,
6900088888085,NOT_IN_BRANCH,HAIR PINS,1.30434783,0.9,,,,,,,
6900088888061,NOT_IN_BRANCH,HAIR PINS CLIP EXTENSIONES ,1.73913043,1.0,,,,,,,
868170100297,NOT_IN_BRANCH,HAIR SPRAY STRONG,7.3913043,5.64,,,,,,,
6936664330631,NOT_IN_BRANCH,HELLO MEN YOUNG FORVER ,8.69565217,5.3,,,,,,,
3202014070210,NOT_IN_BRANCH,HENA  MOONLIGHT,4.34782609,3.25,,,,,,,
7707223664790,NOT_IN_BRANCH,HENA COLOR 1,4.7826087,4.26,,,,,,,
7707223662376,NOT_IN_BRANCH,HENA COLOR 1,6.52173913,4.9,,,,,,,
3202014070512,NOT_IN_BRANCH,HENA MOONLIGHT,4.34782609,3.25,,,,,,,
03202014070512,NOT_IN_BRANCH,HENA MOONLIGHT CAFE MEDIO,8.69565217,7.0,,,,,,,
764451660373,NOT_IN_BRANCH,HENNA CAFE MEDIANO ,4.34782609,3.18916667,,,,,,,
7861081710133,NOT_IN_BRANCH,HERENCO CAJA DE GUANTES AZULES  MEDIUM ,6.08695652,4.9,,,,,,,
656497101005,NOT_IN_BRANCH,HIGHLIGHTER PROLUX,4.34782609,2.5913,,,,,,,
MARLA2312-68,NOT_IN_BRANCH,HILO MAPPING STRING CAJA NEGRA,1.74,1.1,,,,,,,
marla2312'168,NOT_IN_BRANCH,HILO PARA VISAGISMO,2.17391304,0.97,,,,,,,
5532666722460,NOT_IN_BRANCH,HISOPO DE ACRILICO,2.04347826,1.56,,,,,,,
5532666723863,NOT_IN_BRANCH,HISOPOS DE MADERA CORTOS ,0.43478261,0.25,,,,,,,
5532666723849,NOT_IN_BRANCH,HISOPOS DE MADERA LARGOS ,0.65217391,0.3,,,,,,,
6938535502109,NOT_IN_BRANCH,HOJA DE BISTURÍ #10,0.43478261,0.14,,,,,,,
6938535502154,NOT_IN_BRANCH,HOJA DE BISTURÍ #15,0.43478261,0.14,,,,,,,
6938535502208,NOT_IN_BRANCH,HOJA DE BISTURÍ #20,0.43478261,0.14,,,,,,,
6938535502222,NOT_IN_BRANCH,HOJA DE BISTURÍ #22,0.43478261,0.14,,,,,,,
6938535502239,NOT_IN_BRANCH,HOJA DE BISTURÍ #23,0.43478261,0.14,,,,,,,
6938535502246,NOT_IN_BRANCH,HOJA DE BISTURÍ #24,0.43478261,0.14,,,,,,,
8022297167251,NOT_IN_BRANCH,Hair Dye Alfaparf Evolution 60ml 11.02,6.08695652,5.5,,,,,,,
8022033003898,NOT_IN_BRANCH,Hair Oxidizer Farmavita 30 Vol 9 % (100 Ml),1.52173913,1.25,,,,,,,
7756719023917,NOT_IN_BRANCH,Hair Straightening Treatment Placenta Life Keratimask Golden Liss 3 Pieces,10.43478261,7.2,,,,,,,
PLADSH389222,NOT_IN_BRANCH,Hilo Uñas - True,0.43478261,0.2,,,,,,,
6933920501972,NOT_IN_BRANCH,ICONSING  EYELASH EXTENSION GLUE  ROSADO,15.65217391,13.45,,,,,,,
7861076254505,NOT_IN_BRANCH,ILLUME EXTREME RENE CHARDON,6.0869565,4.55,,,,,,,
0005000353,NOT_IN_BRANCH,ILUINADORES ANASTASIA NICOLE G,13.04,9.25,,,,,,,
6924372628423,NOT_IN_BRANCH,ILUMINADOR GLISTEN USHAS,2.17391304,1.4,,,,,,,
6924372628065,NOT_IN_BRANCH,ILUMINADOR LITTLE BEAR USHAS ,2.17,1.85,,,,,,,
6924372655726,NOT_IN_BRANCH,ILUMINADOR LOSSE USHAS,2.17391304,1.6,,,,,,,
6924372610701,NOT_IN_BRANCH,ILUMINADOR USHAS,1.30434783,0.9,,,,,,,
6924372625415,NOT_IN_BRANCH,ILUMINADOR USHAS,1.73913043,1.2,,,,,,,
6924372628553,NOT_IN_BRANCH,ILUMINADOR USHAS 2,1.95652174,1.5,,,,,,,
0005000354,NOT_IN_BRANCH,ILUMINADORES GLOW ANASTASIA,13.04,10.0,,,,,,,
20090003,NOT_IN_BRANCH,IMAN CAT EYE TUBE,2.17391304,1.2608,,,,,,,
MARLA2503'22,NOT_IN_BRANCH,IMAN CAT EYE TUBO,2.17391304,1.45,,,,,,,
NO8,NOT_IN_BRANCH,IMAN DE FORMA DE CORAZON ,1.3,0.43,,,,,,,
78671168701147,NOT_IN_BRANCH,IMAN DOBLE PARA DISEÑO UÑAS DS912,1.30434783,0.60888889,,,,,,,
